accountNumber,creditLimit,availableMoney,transactionDateTime,transactionAmount,merchantName,merchantCategoryCode,currentBalance
552158878,5000,555.03,2016-01-23T14:34:52,336.51,AMC #706324,entertainment,4444.97
552158878,5000,2116.35,2016-01-26T11:23:37,20.3,AMC #552863,entertainment,2883.65
552158878,5000,2096.05,2016-01-26T15:38:55,0,EZ Putt Putt #503815,entertainment,2903.95
552158878,5000,2096.05,2016-01-27T01:34:56,78.72,AMC #191138,entertainment,2903.95
552158878,5000,2017.33,2016-01-27T16:02:20,81.45,Burger King #58323,fastfood,2982.67
552158878,5000,1935.88,2016-01-27T20:09:22,27.73,AMC #706324,entertainment,3064.12
552158878,5000,1908.15,2016-01-27T20:24:22,268.17,Dunkin' Donuts #921434,fastfood,3091.85
552158878,5000,1639.98,2016-01-27T22:20:52,345.47,Five Guys #60282,fastfood,3360.02
552158878,5000,1294.51,2016-01-28T22:50:46,328.49,AMC #552863,entertainment,3705.49
552158878,5000,966.02,2016-01-29T07:34:02,4.61,AMC #606218,entertainment,4033.98
552158878,5000,961.41,2016-01-29T14:20:37,284.5,EZ Putt Putt #503815,entertainment,4038.59
552158878,5000,676.91,2016-01-30T01:43:54,15.9,AMC #79863,entertainment,4323.09
552158878,5000,661.01,2016-01-30T12:11:30,11.19,AMC #706324,entertainment,4338.99
552158878,5000,649.82,2016-01-30T19:21:36,183.26,Regal Cinemas #276341,entertainment,4350.18
552158878,5000,466.56,2016-01-31T09:59:44,26.18,EZ Putt Putt #69446,entertainment,4533.44
552158878,5000,440.38,2016-01-31T22:38:47,463.18,EZ Putt Putt #755869,entertainment,4559.62
552158878,5000,1968.1,2016-02-01T02:42:50,232.79,AMC #606218,entertainment,3031.9
552158878,5000,1735.31,2016-02-01T16:57:30,139.4,AMC #145832,entertainment,3264.69
552158878,5000,1595.91,2016-02-03T00:23:06,0.02,AMC #692956,entertainment,3404.09
552158878,5000,1595.89,2016-02-03T01:31:29,30.1,AMC #79863,entertainment,3404.11
552158878,5000,1565.79,2016-02-03T07:02:21,0.88,AMC #191138,entertainment,3434.21
552158878,5000,1564.91,2016-02-03T22:59:33,155.49,EZ Putt Putt #240241,entertainment,3435.09
552158878,5000,1409.42,2016-02-03T23:23:17,176.23,EZ Putt Putt #551896,entertainment,3590.58
552158878,5000,1233.19,2016-02-03T23:23:21,176.23,EZ Putt Putt #551896,entertainment,3766.81
552158878,5000,1056.96,2016-02-05T02:50:23,135.84,AMC #79863,entertainment,3943.04
552158878,5000,921.12,2016-02-05T12:08:29,256.05,AMC #79863,entertainment,4078.88
552158878,5000,665.07,2016-02-06T13:48:16,38.39,AMC #145832,entertainment,4334.93
552158878,5000,626.68,2016-02-06T15:56:20,0,AMC #724446,entertainment,4373.32
552158878,5000,626.68,2016-02-07T17:43:49,20.55,AMC #145832,entertainment,4373.32
552158878,5000,606.13,2016-02-07T18:22:24,34.01,AMC #724446,entertainment,4393.87
552158878,5000,572.12,2016-02-08T14:22:13,0,EZ Putt Putt #551896,entertainment,4427.88
552158878,5000,572.12,2016-02-09T06:19:18,103.75,Subway #339213,fastfood,4427.88
552158878,5000,468.37,2016-02-10T11:49:00,40.6,Regal Cinemas #729464,entertainment,4531.63
552158878,5000,427.77,2016-02-11T03:31:02,413.45,EZ Putt Putt #503815,entertainment,4572.23
552158878,5000,2808.19,2016-02-11T10:41:39,107.8,AMC #191138,entertainment,2191.81
552158878,5000,2700.39,2016-02-12T02:45:49,28.9,EZ Putt Putt #40513,entertainment,2299.61
552158878,5000,2671.49,2016-02-12T08:19:35,266.75,AMC #74121,entertainment,2328.51
552158878,5000,2404.74,2016-02-13T02:51:57,1.26,Regal Cinemas #05791,entertainment,2595.26
552158878,5000,2403.48,2016-02-13T10:12:19,31.37,EZ Putt Putt #40513,entertainment,2596.52
552158878,5000,2372.11,2016-02-13T16:26:16,0,AMC #191138,entertainment,2627.89
552158878,5000,2372.11,2016-02-14T12:17:38,35.21,Regal Cinemas #729464,entertainment,2627.89
552158878,5000,2336.9,2016-02-14T21:12:18,312.65,AMC #145832,entertainment,2663.1
552158878,5000,2024.25,2016-02-15T19:44:23,162.61,EZ Putt Putt #982199,entertainment,2975.75
552158878,5000,1861.64,2016-02-17T12:37:46,153.69,AMC #552863,entertainment,3138.36
552158878,5000,1707.95,2016-02-17T13:22:13,374.59,Regal Cinemas #729464,entertainment,3292.05
552158878,5000,1333.36,2016-02-18T08:34:31,0.73,AMC #128743,entertainment,3666.64
552158878,5000,1332.63,2016-02-18T11:26:07,37.78,EZ Putt Putt #551896,entertainment,3667.37
552158878,5000,1294.85,2016-02-19T00:41:23,49.45,AMC #128743,entertainment,3705.15
552158878,5000,1245.4,2016-02-19T02:27:32,66.97,EZ Putt Putt #69446,entertainment,3754.6
552158878,5000,1178.43,2016-02-19T14:36:22,469.04,AMC #74121,entertainment,3821.57
552158878,5000,709.39,2016-02-20T03:59:04,382.79,Domino's Pizza #530652,fastfood,4290.61
552158878,5000,326.6,2016-02-20T07:02:55,254.26,Regal Cinemas #05791,entertainment,4673.4
552158878,5000,4673.34,2016-02-21T08:56:55,25.3,Regal Cinemas #05791,entertainment,326.66
552158878,5000,4648.04,2016-02-21T23:49:26,102.32,EZ Putt Putt #982199,entertainment,351.96
552158878,5000,4545.72,2016-02-23T09:27:28,11.13,AMC #74121,entertainment,454.28
552158878,5000,4534.59,2016-02-23T20:50:36,202.56,AMC #724446,entertainment,465.41
552158878,5000,4332.03,2016-02-23T20:53:32,202.56,AMC #724446,entertainment,667.97
552158878,5000,4129.47,2016-02-24T13:14:16,320.58,AMC #606218,entertainment,870.53
552158878,5000,3808.89,2016-02-25T22:53:38,175.15,AMC #706324,entertainment,1191.11
552158878,5000,3633.74,2016-02-26T16:11:37,112.9,EZ Putt Putt #503815,entertainment,1366.26
552158878,5000,3520.84,2016-02-27T04:31:11,18.7,AMC #79863,entertainment,1479.16
552158878,5000,3502.14,2016-02-27T12:07:36,13.31,AMC #706324,entertainment,1497.86
552158878,5000,3488.83,2016-02-27T19:14:09,88.31,AMC #692956,entertainment,1511.17
552158878,5000,3400.52,2016-02-28T01:37:54,106.68,AMC #74121,entertainment,1599.48
552158878,5000,3293.84,2016-02-28T17:05:28,106.44,AMC #74121,entertainment,1706.16
552158878,5000,3187.4,2016-02-29T01:43:43,35.89,AMC #692956,entertainment,1812.6
552158878,5000,3151.51,2016-02-29T16:58:50,42.71,AMC #706324,entertainment,1848.49
552158878,5000,3108.8,2016-02-29T20:07:21,263.12,AMC #145832,entertainment,1891.2
552158878,5000,2870.68,2016-03-01T04:25:26,22.29,EZ Putt Putt #503815,entertainment,2129.32
552158878,5000,2848.39,2016-03-01T17:09:16,52.05,EZ Putt Putt #755869,entertainment,2151.61
552158878,5000,2796.34,2016-03-01T17:25:55,259.77,Pizza Hut #829289,fastfood,2203.66
552158878,5000,2536.57,2016-03-02T02:26:34,89.19,EZ Putt Putt #40513,entertainment,2463.43
552158878,5000,2447.38,2016-03-02T07:49:49,216.92,Regal Cinemas #729464,entertainment,2552.62
552158878,5000,2230.46,2016-03-02T09:24:20,26.29,EZ Putt Putt #982199,entertainment,2769.54
552158878,5000,2204.17,2016-03-02T17:03:16,121.94,Regal Cinemas #729464,entertainment,2795.83
552158878,5000,2082.23,2016-03-04T01:53:34,42.48,EZ Putt Putt #503815,entertainment,2917.77
552158878,5000,2039.75,2016-03-04T21:35:06,31.24,EZ Putt Putt #755869,entertainment,2960.25
552158878,5000,2008.51,2016-03-04T23:26:22,117.85,AMC #552863,entertainment,2991.49
552158878,5000,1890.66,2016-03-05T11:18:44,20.33,AMC #145832,entertainment,3109.34
552158878,5000,1870.33,2016-03-05T21:55:49,224.55,AMC #724446,entertainment,3129.67
552158878,5000,1645.78,2016-03-06T06:10:39,133.09,EZ Putt Putt #755869,entertainment,3354.22
552158878,5000,1512.69,2016-03-06T13:25:21,182.56,EZ Putt Putt #69446,entertainment,3487.31
552158878,5000,1330.13,2016-03-06T22:05:41,1322.64,AMC #552863,entertainment,3669.87
552158878,5000,556,2016-03-07T08:18:27,65.79,Regal Cinemas #05791,entertainment,4444
552158878,5000,490.21,2016-03-07T20:15:10,5.83,Regal Cinemas #276341,entertainment,4509.79
552158878,5000,484.38,2016-03-09T12:23:08,56.2,AMC #692956,entertainment,4515.62
552158878,5000,428.18,2016-03-09T13:14:25,40.99,AMC #552863,entertainment,4571.82
552158878,5000,387.19,2016-03-09T13:55:47,231.72,EZ Putt Putt #551896,entertainment,4612.81
552158878,5000,2324.69,2016-03-10T05:08:16,55.87,AMC #145832,entertainment,2675.31
552158878,5000,2268.82,2016-03-10T09:14:08,162.89,AMC #74121,entertainment,2731.18
552158878,5000,2105.93,2016-03-10T13:09:11,219.85,AMC #724446,entertainment,2894.07
552158878,5000,1886.08,2016-03-10T15:07:25,50.1,Regal Cinemas #729464,entertainment,3113.92
552158878,5000,1835.98,2016-03-10T18:15:18,408.78,EZ Putt Putt #804489,entertainment,3164.02
552158878,5000,1427.2,2016-03-10T23:59:29,115.98,AMC #552863,entertainment,3572.8
552158878,5000,1311.22,2016-03-11T16:54:46,13.92,In-N-Out #948343,fastfood,3688.78
552158878,5000,1297.3,2016-03-12T09:42:11,66.58,EZ Putt Putt #69446,entertainment,3702.7
552158878,5000,1230.72,2016-03-12T13:04:44,404.46,EZ Putt Putt #755869,entertainment,3769.28
552158878,5000,826.26,2016-03-13T01:33:32,160.24,AMC #606218,entertainment,4173.74
552158878,5000,666.02,2016-03-13T15:55:27,56.41,AMC #74121,entertainment,4333.98
552158878,5000,609.61,2016-03-13T20:22:36,32.12,AMC #74121,entertainment,4390.39
552158878,5000,577.49,2016-03-14T07:45:51,374.12,AMC #606218,entertainment,4422.51
552158878,5000,1591.85,2016-03-15T09:51:06,37.14,Regal Cinemas #729464,entertainment,3408.15
552158878,5000,1554.71,2016-03-16T06:49:27,88.77,AMC #128743,entertainment,3445.29
552158878,5000,1465.94,2016-03-16T23:44:26,75.5,Regal Cinemas #05791,entertainment,3534.06
552158878,5000,1390.44,2016-03-17T15:42:07,49.51,Regal Cinemas #729464,entertainment,3609.56
552158878,5000,1340.93,2016-03-18T09:40:25,221.58,Regal Cinemas #276341,entertainment,3659.07
552158878,5000,1119.35,2016-03-19T14:41:07,228.27,AMC #79863,entertainment,3880.65
552158878,5000,891.08,2016-03-20T03:10:28,209.74,Regal Cinemas #276341,entertainment,4108.92
552158878,5000,681.34,2016-03-21T15:43:01,169.91,EZ Putt Putt #40513,entertainment,4318.66
552158878,5000,511.43,2016-03-21T17:53:06,153.15,Regal Cinemas #276341,entertainment,4488.57
552158878,5000,358.28,2016-03-22T19:02:44,39.77,EZ Putt Putt #503815,entertainment,4641.72
552158878,5000,318.51,2016-03-22T21:04:32,176.52,AMC #692956,entertainment,4681.49
552158878,5000,1900.69,2016-03-22T21:23:10,19.62,AMC #145832,entertainment,3099.31
552158878,5000,1881.07,2016-03-24T01:01:54,72.77,AMC #145832,entertainment,3118.93
552158878,5000,1808.3,2016-03-24T02:20:39,302.49,Dunkin' Donuts #515185,fastfood,3191.7
552158878,5000,1505.81,2016-03-24T04:25:56,5.98,EZ Putt Putt #982199,entertainment,3494.19
552158878,5000,1499.83,2016-03-24T22:32:15,0,EZ Putt Putt #755869,entertainment,3500.17
552158878,5000,1499.83,2016-03-25T03:26:22,177.43,AMC #724446,entertainment,3500.17
552158878,5000,1322.4,2016-03-25T17:14:35,103.64,EZ Putt Putt #40513,entertainment,3677.6
552158878,5000,1218.76,2016-03-26T06:08:28,40.99,AMC #552863,entertainment,3781.24
552158878,5000,1259.75,2016-03-26T11:39:50,43.83,AMC #552863,entertainment,3740.25
552158878,5000,1215.92,2016-03-26T22:23:01,161.59,EZ Putt Putt #503815,entertainment,3784.08
552158878,5000,1054.33,2016-03-27T16:02:48,184.47,AMC #606218,entertainment,3945.67
552158878,5000,869.86,2016-03-30T16:05:04,60.44,AMC #145832,entertainment,4130.14
552158878,5000,809.42,2016-03-30T17:00:18,134.55,EZ Putt Putt #755869,entertainment,4190.58
552158878,5000,674.87,2016-03-30T19:48:50,462.71,AMC #606218,entertainment,4325.13
552158878,5000,5000,2016-03-31T04:40:12,80.5,AMC #145832,entertainment,0
552158878,5000,4919.5,2016-03-31T19:59:19,110.34,EZ Putt Putt #503815,entertainment,80.5
552158878,5000,4834.16,2016-04-01T05:50:48,470.99,AMC #191138,entertainment,165.84
552158878,5000,4363.17,2016-04-01T05:52:25,366.71,AMC #191138,entertainment,636.83
552158878,5000,4729.88,2016-04-02T02:36:19,13.53,EZ Putt Putt #40513,entertainment,270.12
552158878,5000,4716.35,2016-04-02T11:05:15,178.2,EZ Putt Putt #69446,entertainment,283.65
552158878,5000,4538.15,2016-04-02T18:16:27,520.45,Regal Cinemas #05791,entertainment,461.85
552158878,5000,4017.7,2016-04-02T20:30:21,427.25,EZ Putt Putt #755869,entertainment,982.3
552158878,5000,3590.45,2016-04-03T15:50:16,57.98,AMC #191138,entertainment,1409.55
552158878,5000,3532.47,2016-04-04T03:46:50,53.55,Regal Cinemas #05791,entertainment,1467.53
552158878,5000,3478.92,2016-04-04T11:33:22,55.05,EZ Putt Putt #503815,entertainment,1521.08
552158878,5000,3423.87,2016-04-05T09:32:47,17.83,AMC #606218,entertainment,1576.13
552158878,5000,3406.04,2016-04-06T00:52:21,64.11,AMC #79863,entertainment,1593.96
552158878,5000,3341.93,2016-04-06T08:03:52,178.51,AMC #128743,entertainment,1658.07
552158878,5000,3163.42,2016-04-07T16:45:54,150,AMC #692956,entertainment,1836.58
552158878,5000,3013.42,2016-04-07T17:29:49,115.28,AMC #724446,entertainment,1986.58
552158878,5000,2898.14,2016-04-08T00:06:20,167.96,KFC #304124,fastfood,2101.86
552158878,5000,2730.18,2016-04-08T00:24:09,427.59,AMC #74121,entertainment,2269.82
552158878,5000,2302.59,2016-04-08T19:36:34,94.56,AMC #79863,entertainment,2697.41
552158878,5000,2208.03,2016-04-09T05:00:37,153.66,AMC #191138,entertainment,2791.97
552158878,5000,2054.37,2016-04-09T12:31:06,10.42,EZ Putt Putt #982199,entertainment,2945.63
552158878,5000,2043.95,2016-04-10T06:11:20,34.66,AMC #706324,entertainment,2956.05
552158878,5000,2009.29,2016-04-11T07:42:12,57.92,AMC #724446,entertainment,2990.71
552158878,5000,1951.37,2016-04-12T02:11:33,9.22,AMC #606218,entertainment,3048.63
552158878,5000,1942.15,2016-04-12T11:56:22,149.91,Regal Cinemas #729464,entertainment,3057.85
552158878,5000,1792.24,2016-04-12T14:55:58,417.37,AMC #191138,entertainment,3207.76
552158878,5000,1374.87,2016-04-12T22:00:12,65.22,Domino's Pizza #822153,fastfood,3625.13
552158878,5000,1309.65,2016-04-15T03:52:50,156.06,AMC #191138,entertainment,3690.35
552158878,5000,1153.59,2016-04-15T17:28:34,20.75,AMC #552863,entertainment,3846.41
552158878,5000,1132.84,2016-04-15T18:15:58,88.78,EZ Putt Putt #240241,entertainment,3867.16
552158878,5000,1044.06,2016-04-16T04:53:53,71.34,EZ Putt Putt #40513,entertainment,3955.94
552158878,5000,972.72,2016-04-16T08:31:19,315.53,EZ Putt Putt #69446,entertainment,4027.28
552158878,5000,657.19,2016-04-17T15:51:30,26.29,AMC #552863,entertainment,4342.81
552158878,5000,630.9,2016-04-19T07:49:18,746.16,EZ Putt Putt #551896,entertainment,4369.1
552158878,5000,1124.32,2016-04-20T08:51:30,0,AMC #724446,entertainment,3875.68
552158878,5000,1124.32,2016-04-20T08:53:26,0,AMC #724446,entertainment,3875.68
552158878,5000,1124.32,2016-04-21T02:41:22,17.65,EZ Putt Putt #240241,entertainment,3875.68
552158878,5000,1106.67,2016-04-21T19:02:27,32.19,Regal Cinemas #05791,entertainment,3893.33
552158878,5000,1074.48,2016-04-22T03:12:28,80.27,Regal Cinemas #276341,entertainment,3925.52
552158878,5000,994.21,2016-04-22T06:32:33,0,EZ Putt Putt #804489,entertainment,4005.79
552158878,5000,994.21,2016-04-22T22:55:37,113.26,EZ Putt Putt #551896,entertainment,4005.79
552158878,5000,880.95,2016-04-23T15:30:05,4.02,AMC #74121,entertainment,4119.05
552158878,5000,876.93,2016-04-24T09:26:23,9.86,AMC #692956,entertainment,4123.07
552158878,5000,867.07,2016-04-24T15:57:47,118.98,EZ Putt Putt #240241,entertainment,4132.93
552158878,5000,748.09,2016-04-24T16:57:14,0,AMC #74121,entertainment,4251.91
552158878,5000,748.09,2016-04-26T11:54:51,122.5,EZ Putt Putt #240241,entertainment,4251.91
552158878,5000,625.59,2016-04-26T12:40:02,286.92,AMC #692956,entertainment,4374.41
552158878,5000,338.67,2016-04-27T05:45:17,134.55,EZ Putt Putt #755869,entertainment,4661.33
552158878,5000,473.22,2016-04-27T12:13:15,298.35,EZ Putt Putt #755869,entertainment,4526.78
552158878,5000,3023.06,2016-04-28T02:09:41,94.99,AMC #692956,entertainment,1976.94
552158878,5000,2928.07,2016-04-28T15:05:14,432.83,In-N-Out #672062,fastfood,2071.93
552158878,5000,2495.24,2016-04-28T19:40:38,203.2,AMC #724446,entertainment,2504.76
552158878,5000,2292.04,2016-04-29T20:26:25,13.05,Regal Cinemas #729464,entertainment,2707.96
552158878,5000,2278.99,2016-04-30T18:45:15,47.89,Starbucks #234833,fastfood,2721.01
552158878,5000,2256.1,2016-05-01T03:13:28,6.61,Wendys #731740,fastfood,2743.9
552158878,5000,2249.49,2016-05-01T05:32:43,73.09,EZ Putt Putt #982199,entertainment,2750.51
552158878,5000,2176.4,2016-05-01T09:43:54,77.15,AMC #74121,entertainment,2823.6
552158878,5000,2099.25,2016-05-03T10:17:07,18.05,AMC #724446,entertainment,2900.75
552158878,5000,2081.2,2016-05-04T04:07:37,278.26,AMC #79863,entertainment,2918.8
552158878,5000,1802.94,2016-05-05T07:56:36,49.03,EZ Putt Putt #240241,entertainment,3197.06
552158878,5000,1753.91,2016-05-05T11:14:40,66.52,AMC #706324,entertainment,3246.09
552158878,5000,1687.39,2016-05-06T01:04:40,118.73,AMC #79863,entertainment,3312.61
552158878,5000,1568.66,2016-05-06T20:07:42,254.03,AMC #706324,entertainment,3431.34
552158878,5000,1314.63,2016-05-07T05:50:45,422.39,AMC #724446,entertainment,3685.37
552158878,5000,892.24,2016-05-07T17:09:18,158.19,AMC #706324,entertainment,4107.76
552158878,5000,734.05,2016-05-07T18:45:10,0,AMC #724446,entertainment,4265.95
552158878,5000,734.05,2016-05-08T13:23:50,156.2,AMC #191138,entertainment,4265.95
552158878,5000,577.85,2016-05-09T10:56:23,107.94,AMC #706324,entertainment,4422.15
552158878,5000,469.91,2016-05-09T12:22:24,85.76,Regal Cinemas #729464,entertainment,4530.09
552158878,5000,384.15,2016-05-09T15:59:35,167.79,Regal Cinemas #05791,entertainment,4615.85
552158878,5000,4882.7,2016-05-10T12:25:40,382.42,AMC #191138,entertainment,117.3
552158878,5000,4500.28,2016-05-11T17:37:51,122.34,EZ Putt Putt #804489,entertainment,499.72
552158878,5000,4377.94,2016-05-12T22:42:54,24.2,Regal Cinemas #05791,entertainment,622.06
552158878,5000,4353.74,2016-05-13T08:02:32,568.98,AMC #191138,entertainment,646.26
552158878,5000,3784.76,2016-05-14T21:06:37,127.14,AMC #145832,entertainment,1215.24
552158878,5000,3657.62,2016-05-14T23:00:21,4.2,EZ Putt Putt #755869,entertainment,1342.38
552158878,5000,3653.42,2016-05-15T07:34:24,134.61,AMC #191138,entertainment,1346.58
552158878,5000,3518.81,2016-05-16T07:21:34,36.68,AMC #128743,entertainment,1481.19
552158878,5000,3482.13,2016-05-17T18:00:03,104.93,EZ Putt Putt #804489,entertainment,1517.87
552158878,5000,3377.2,2016-05-18T00:10:02,0,EZ Putt Putt #804489,entertainment,1622.8
552158878,5000,3377.2,2016-05-18T15:29:13,22.21,EZ Putt Putt #804489,entertainment,1622.8
552158878,5000,3354.99,2016-05-20T19:05:43,198.7,AMC #74121,entertainment,1645.01
552158878,5000,3156.29,2016-05-21T01:35:05,238.43,AMC #79863,entertainment,1843.71
552158878,5000,2917.86,2016-05-21T02:45:41,0.93,AMC #128743,entertainment,2082.14
552158878,5000,2916.93,2016-05-21T03:42:33,10.8,AMC #191138,entertainment,2083.07
552158878,5000,2906.13,2016-05-22T01:27:30,162.81,AMC #145832,entertainment,2093.87
552158878,5000,2743.32,2016-05-22T09:58:57,287.39,EZ Putt Putt #804489,entertainment,2256.68
552158878,5000,2455.93,2016-05-23T04:30:23,280.75,AMC #606218,entertainment,2544.07
552158878,5000,2175.18,2016-05-23T06:32:00,279.19,AMC #724446,entertainment,2824.82
552158878,5000,1895.99,2016-05-25T23:58:07,78.72,AMC #79863,entertainment,3104.01
552158878,5000,1817.27,2016-05-26T17:01:31,18.6,EZ Putt Putt #40513,entertainment,3182.73
552158878,5000,1798.67,2016-05-26T22:31:48,84.62,AMC #692956,entertainment,3201.33
552158878,5000,1714.05,2016-05-27T15:49:19,9.24,AMC #606218,entertainment,3285.95
552158878,5000,1704.81,2016-05-28T00:11:50,100.47,EZ Putt Putt #804489,entertainment,3295.19
552158878,5000,1604.34,2016-05-29T07:36:50,87.11,EZ Putt Putt #551896,entertainment,3395.66
552158878,5000,1517.23,2016-05-29T15:00:17,29.1,EZ Putt Putt #69446,entertainment,3482.77
552158878,5000,1488.13,2016-05-29T18:50:14,166.84,Regal Cinemas #276341,entertainment,3511.87
552158878,5000,1321.29,2016-05-30T03:53:45,141.73,Regal Cinemas #276341,entertainment,3678.71
552158878,5000,1179.56,2016-05-30T05:31:46,51.39,EZ Putt Putt #40513,entertainment,3820.44
552158878,5000,1128.17,2016-05-31T05:36:48,172.24,AMC #145832,entertainment,3871.83
552158878,5000,955.93,2016-05-31T09:38:26,108.86,AMC #552863,entertainment,4044.07
552158878,5000,847.07,2016-05-31T22:30:32,66.52,AMC #706324,entertainment,4152.93
552158878,5000,938.59,2016-06-01T11:14:10,32.74,AMC #79863,entertainment,4061.41
552158878,5000,905.85,2016-06-01T23:46:24,238.38,AMC #724446,entertainment,4094.15
552158878,5000,667.47,2016-06-02T11:49:44,80.26,EZ Putt Putt #551896,entertainment,4332.53
552158878,5000,587.21,2016-06-02T13:04:17,14.08,AMC #692956,entertainment,4412.79
552158878,5000,573.13,2016-06-02T16:42:17,33.44,AMC #724446,entertainment,4426.87
552158878,5000,539.69,2016-06-02T16:43:46,33.44,AMC #724446,entertainment,4460.31
552158878,5000,506.25,2016-06-02T20:48:43,640.26,AMC #191138,entertainment,4493.75
552158878,5000,3549.7,2016-06-03T05:44:49,5.8,EZ Putt Putt #755869,entertainment,1450.3
552158878,5000,3543.9,2016-06-03T09:26:24,49.83,Hardee's #301911,fastfood,1456.1
552158878,5000,3494.07,2016-06-03T19:28:22,36.34,EZ Putt Putt #69446,entertainment,1505.93
552158878,5000,3457.73,2016-06-05T12:56:22,243.91,EZ Putt Putt #69446,entertainment,1542.27
552158878,5000,3213.82,2016-06-06T18:05:55,54.99,Regal Cinemas #276341,entertainment,1786.18
552158878,5000,3158.83,2016-06-07T16:44:25,69.6,Regal Cinemas #729464,entertainment,1841.17
552158878,5000,3089.23,2016-06-09T05:20:32,231.99,Regal Cinemas #729464,entertainment,1910.77
552158878,5000,2857.24,2016-06-09T19:10:04,121.6,EZ Putt Putt #982199,entertainment,2142.76
552158878,5000,2735.64,2016-06-09T23:05:14,49.47,EZ Putt Putt #551896,entertainment,2264.36
552158878,5000,2686.17,2016-06-11T18:47:26,160.71,AMC #191138,entertainment,2313.83
552158878,5000,2525.46,2016-06-11T21:13:30,59.68,Regal Cinemas #05791,entertainment,2474.54
552158878,5000,2465.78,2016-06-12T20:31:40,0,EZ Putt Putt #503815,entertainment,2534.22
552158878,5000,2465.78,2016-06-12T20:33:35,0,EZ Putt Putt #503815,entertainment,2534.22
552158878,5000,2465.78,2016-06-13T01:25:25,191.14,EZ Putt Putt #240241,entertainment,2534.22
552158878,5000,2274.64,2016-06-13T20:32:57,83.46,AMC #724446,entertainment,2725.36
552158878,5000,2191.18,2016-06-14T00:07:32,84.2,EZ Putt Putt #503815,entertainment,2808.82
552158878,5000,2106.98,2016-06-14T17:19:22,9.01,EZ Putt Putt #40513,entertainment,2893.02
552158878,5000,2097.97,2016-06-15T04:04:21,115.39,EZ Putt Putt #240241,entertainment,2902.03
552158878,5000,1982.58,2016-06-15T12:25:57,72.4,AMC #74121,entertainment,3017.42
552158878,5000,1910.18,2016-06-16T20:26:42,42.13,Regal Cinemas #05791,entertainment,3089.82
552158878,5000,1868.05,2016-06-16T20:27:53,42.13,Regal Cinemas #05791,entertainment,3131.95
